:,CleanerTest::addsTagOnAttributesIfNotSet,CleanerTest::basicBehaviourTest,CleanerTest::basicWithImagesTest,CleanerTest::cleansInternationalText,CleanerTest::dropsUnresolvableRelativeLinks,CleanerTest::handlesAllPseudoTag,CleanerTest::handlesCustomProtocols,CleanerTest::handlesFramesets,CleanerTest::preservesRelativeLinksIfConfigured,CleanerTest::resolvesRelativeLinks,CleanerTest::simpleBehaviourTest,CleanerTest::simpleBehaviourTest2,CleanerTest::supplyOutputSettings,CleanerTest::testCleanJavascriptHref,CleanerTest::testDropComments,CleanerTest::testDropImageScript,CleanerTest::testDropScript,CleanerTest::testDropXmlProc,CleanerTest::testDropsUnknownTags,CleanerTest::testHandlesEmptyAttributes,CleanerTest::testIsValid,CleanerTest::testRelaxed,Cleaner_ESTest::test0,Cleaner_ESTest::test1,Cleaner_ESTest::test2,Cleaner_ESTest::test3,Cleaner_ESTest::test4,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,RegressionTest0::test154,RegressionTest0::test155,RegressionTest0::test156,RegressionTest0::test157,RegressionTest0::test158,RegressionTest0::test159,RegressionTest0::test160,RegressionTest0::test161,RegressionTest0::test162,RegressionTest0::test163,RegressionTest0::test164,RegressionTest0::test165,RegressionTest0::test166,RegressionTest0::test167,RegressionTest0::test168,RegressionTest0::test169,RegressionTest0::test170,RegressionTest0::test171,RegressionTest0::test172,RegressionTest0::test173,RegressionTest0::test174,RegressionTest0::test175,RegressionTest0::test176,RegressionTest0::test177,RegressionTest0::test178,RegressionTest0::test179,RegressionTest0::test180,RegressionTest0::test181,RegressionTest0::test182,RegressionTest0::test183,RegressionTest0::test184,RegressionTest0::test185,RegressionTest0::test186,RegressionTest0::test187,RegressionTest0::test188,RegressionTest0::test189,RegressionTest0::test190,RegressionTest0::test191,RegressionTest0::test192,RegressionTest0::test193,RegressionTest0::test194,RegressionTest0::test195,RegressionTest0::test196,RegressionTest0::test197,RegressionTest0::test198,RegressionTest0::test199,RegressionTest0::test200,RegressionTest0::test201,RegressionTest0::test202,RegressionTest0::test203,RegressionTest0::test204,RegressionTest0::test205,RegressionTest0::test206,RegressionTest0::test207,RegressionTest0::test208,RegressionTest0::test209,RegressionTest0::test210,RegressionTest0::test211,RegressionTest0::test212,RegressionTest0::test213,RegressionTest0::test214,RegressionTest0::test215,RegressionTest0::test216,RegressionTest0::test217,RegressionTest0::test218,RegressionTest0::test219,RegressionTest0::test220,RegressionTest0::test221,RegressionTest0::test222,RegressionTest0::test223,RegressionTest0::test224,RegressionTest0::test225,RegressionTest0::test226,RegressionTest0::test227,RegressionTest0::test228,RegressionTest0::test229,RegressionTest0::test230,RegressionTest0::test231,RegressionTest0::test232,RegressionTest0::test233,RegressionTest0::test234,RegressionTest0::test235,RegressionTest0::test236,RegressionTest0::test237,RegressionTest0::test238,RegressionTest0::test239,RegressionTest0::test240,RegressionTest0::test241,RegressionTest0::test242,RegressionTest0::test243,RegressionTest0::test244,RegressionTest0::test245,RegressionTest0::test246,RegressionTest0::test247,RegressionTest0::test248,RegressionTest0::test249,RegressionTest0::test250,RegressionTest0::test251,RegressionTest0::test252,RegressionTest0::test253,RegressionTest0::test254,RegressionTest0::test255,RegressionTest0::test256,RegressionTest0::test257,RegressionTest0::test258,RegressionTest0::test259,RegressionTest0::test260,RegressionTest0::test261,RegressionTest0::test262,RegressionTest0::test263,RegressionTest0::test264,RegressionTest0::test265,RegressionTest0::test266,RegressionTest0::test267,RegressionTest0::test268,RegressionTest0::test269,RegressionTest0::test270,RegressionTest0::test271,RegressionTest0::test272,RegressionTest0::test273,RegressionTest0::test274,RegressionTest0::test275,RegressionTest0::test276,RegressionTest0::test277,RegressionTest0::test278,RegressionTest0::test279,RegressionTest0::test280,RegressionTest0::test281,RegressionTest0::test282,RegressionTest0::test283,RegressionTest0::test284,RegressionTest0::test285,RegressionTest0::test286,RegressionTest0::test287,RegressionTest0::test288,RegressionTest0::test289,RegressionTest0::test290,RegressionTest0::test291,RegressionTest0::test292,RegressionTest0::test293,RegressionTest0::test294,RegressionTest0::test295,RegressionTest0::test296,RegressionTest0::test297,RegressionTest0::test298,RegressionTest0::test299,RegressionTest0::test300,RegressionTest0::test301,RegressionTest0::test302,RegressionTest0::test303,RegressionTest0::test304,RegressionTest0::test305,RegressionTest0::test306,RegressionTest0::test307,RegressionTest0::test308,RegressionTest0::test309,RegressionTest0::test310,RegressionTest0::test311,RegressionTest0::test312,RegressionTest0::test313,RegressionTest0::test314,RegressionTest0::test315,RegressionTest0::test316,RegressionTest0::test317,RegressionTest0::test318,RegressionTest0::test319,RegressionTest0::test320,RegressionTest0::test321,RegressionTest0::test322,RegressionTest0::test323,RegressionTest0::test324,RegressionTest0::test325,RegressionTest0::test326,RegressionTest0::test327,RegressionTest0::test328,RegressionTest0::test329,RegressionTest0::test330,RegressionTest0::test331,RegressionTest0::test332,RegressionTest0::test333,RegressionTest0::test334,RegressionTest0::test335,RegressionTest0::test336,RegressionTest0::test337,RegressionTest0::test338,RegressionTest0::test339,RegressionTest0::test340,RegressionTest0::test341,RegressionTest0::test342,RegressionTest0::test343,RegressionTest0::test344,RegressionTest0::test345,RegressionTest0::test346,RegressionTest0::test347,RegressionTest0::test348,RegressionTest0::test349,RegressionTest0::test350,RegressionTest0::test351,RegressionTest0::test352,RegressionTest0::test353,RegressionTest0::test354,RegressionTest0::test355,RegressionTest0::test356,RegressionTest0::test357,RegressionTest0::test358,RegressionTest0::test359,RegressionTest0::test360,RegressionTest0::test361,RegressionTest0::test362,RegressionTest0::test363,RegressionTest0::test364,RegressionTest0::test365,RegressionTest0::test366,RegressionTest0::test367,RegressionTest0::test368,RegressionTest0::test369,RegressionTest0::test370,RegressionTest0::test371,RegressionTest0::test372,RegressionTest0::test373,RegressionTest0::test374,RegressionTest0::test375,RegressionTest0::test376,RegressionTest0::test377,RegressionTest0::test378,RegressionTest0::test379,RegressionTest0::test380,RegressionTest0::test381,RegressionTest0::test382,RegressionTest0::test383,RegressionTest0::test384,RegressionTest0::test385,RegressionTest0::test386,RegressionTest0::test387,RegressionTest0::test388,RegressionTest0::test389,RegressionTest0::test390,RegressionTest0::test391,RegressionTest0::test392,RegressionTest0::test393,RegressionTest0::test394,RegressionTest0::test395,RegressionTest0::test396,RegressionTest0::test397,RegressionTest0::test398,RegressionTest0::test399,RegressionTest0::test400,RegressionTest0::test401,RegressionTest0::test402,RegressionTest0::test403,RegressionTest0::test404,RegressionTest0::test405,RegressionTest0::test406,
CleanerTest::addsTagOnAttributesIfNotSet ,0,5,5,5,5,11,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,9,8,4,3,15,12,11,17,9,8,46,12,48,10,49,19,3,16,13,21,13,54,11,3,7,24,10,28,9,17,33,19,3,3,3,23,59,36,11,35,37,91,48,26,95,3,27,74,54,60,33,58,53,31,11,31,3,23,76,3,9,8,14,51,25,37,28,5,4,24,76,36,53,8,72,3,13,56,23,29,4,6,8,55,45,65,31,52,21,5,42,37,8,37,8,11,6,4,32,12,22,46,9,14,14,28,57,38,32,45,9,10,64,16,42,8,14,18,15,36,20,54,34,20,80,24,3,28,4,42,67,25,4,57,28,41,54,12,58,12,29,53,44,8,57,15,29,16,73,73,68,19,48,10,56,17,8,23,9,48,50,29,4,52,36,69,16,10,84,58,33,8,9,45,10,4,29,31,10,9,24,9,28,73,25,37,3,22,19,7,28,22,30,24,8,31,46,51,39,19,4,41,31,17,10,24,11,23,9,10,35,52,10,6,31,27,36,29,37,30,10,5,7,55,3,48,14,39,88,48,56,50,22,35,36,50,25,28,19,20,32,32,56,19,29,7,35,44,16,12,55,31,10,10,8,58,26,51,19,91,12,15,8,13,15,15,21,4,8,11,70,37,26,56,20,17,60,10,57,18,68,27,7,18,25,71,68,15,39,54,105,54,30,18,80,23,16,37,44,6,54,47,56,11,8,31,44,23,18,39,15,5,22,30,32,68,37,53,23,16,42,31,21,32,41,30,32,79,22,22,43,19,3,4,3,3,7,3,3,3,3,4,3,3,3,3,18,3,7,3,3,3,15,3,8,3,3,3,13,3,3,3,8,7,3,3,8,3,10,18,3,9,14,3,3,3,3,3,3,3,18,3,20,25,12,3,3,3,3,3,3,3,3,3,16,3,3,3,22,3,3,3,3,3,3,3,13,
CleanerTest::basicBehaviourTest ,5,0,0,0,0,16,7,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,2,11,11,7,6,19,16,15,21,12,12,51,15,53,14,54,23,6,20,17,25,17,59,15,6,10,28,14,32,12,21,38,23,6,6,6,28,64,41,15,40,42,96,53,30,100,6,32,79,59,65,38,63,58,35,15,36,6,27,81,6,12,12,18,56,30,42,32,8,7,29,81,41,58,11,77,6,17,61,27,34,7,9,11,60,50,70,35,57,25,8,46,42,12,41,11,15,9,7,36,16,26,51,12,18,18,32,62,43,37,49,13,14,69,20,47,12,18,22,19,41,24,59,38,24,85,29,6,33,7,46,72,30,7,62,33,45,59,16,63,16,33,58,49,11,62,19,33,20,78,78,73,23,52,14,61,21,11,27,12,53,54,33,7,57,41,74,20,13,89,63,38,11,13,49,13,7,33,35,14,13,28,13,32,78,30,42,6,26,23,10,32,26,34,28,12,35,51,55,44,23,7,45,36,21,14,28,15,27,12,14,40,57,14,9,35,32,41,34,42,34,13,8,11,60,6,53,18,44,93,53,61,55,26,39,40,55,29,33,23,24,36,36,60,23,33,10,40,48,20,16,60,36,14,13,11,63,30,56,23,96,16,19,12,17,19,19,25,7,12,15,74,42,30,61,24,21,65,14,62,22,73,32,10,22,30,76,73,19,44,59,110,59,35,22,85,27,20,42,48,9,59,52,61,15,12,35,48,27,22,43,19,8,26,34,36,73,41,58,28,20,46,35,25,36,45,34,37,84,26,26,48,23,6,7,6,6,10,6,6,6,6,7,6,6,6,6,21,6,10,6,6,6,18,6,11,6,6,6,16,6,6,6,11,10,6,6,11,6,13,21,6,12,17,6,6,6,6,6,6,6,21,6,23,28,15,6,6,6,6,6,6,6,6,6,19,6,6,6,25,6,6,6,6,6,6,6,16,
CleanerTest::basicWithImagesTest ,5,0,0,0,0,16,7,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,2,11,11,7,6,19,16,15,21,12,12,51,15,53,14,54,23,6,20,17,25,17,59,15,6,10,28,14,32,12,21,38,23,6,6,6,28,64,41,15,40,42,96,53,30,100,6,32,79,59,65,38,63,58,35,15,36,6,27,81,6,12,12,18,56,30,42,32,8,7,29,81,41,58,11,77,6,17,61,27,34,7,9,11,60,50,70,35,57,25,8,46,42,12,41,11,15,9,7,36,16,26,51,12,18,18,32,62,43,37,49,13,14,69,20,47,12,18,22,19,41,24,59,38,24,85,29,6,33,7,46,72,30,7,62,33,45,59,16,63,16,33,58,49,11,62,19,33,20,78,78,73,23,52,14,61,21,11,27,12,53,54,33,7,57,41,74,20,13,89,63,38,11,13,49,13,7,33,35,14,13,28,13,32,78,30,42,6,26,23,10,32,26,34,28,12,35,51,55,44,23,7,45,36,21,14,28,15,27,12,14,40,57,14,9,35,32,41,34,42,34,13,8,11,60,6,53,18,44,93,53,61,55,26,39,40,55,29,33,23,24,36,36,60,23,33,10,40,48,20,16,60,36,14,13,11,63,30,56,23,96,16,19,12,17,19,19,25,7,12,15,74,42,30,61,24,21,65,14,62,22,73,32,10,22,30,76,73,19,44,59,110,59,35,22,85,27,20,42,48,9,59,52,61,15,12,35,48,27,22,43,19,8,26,34,36,73,41,58,28,20,46,35,25,36,45,34,37,84,26,26,48,23,6,7,6,6,10,6,6,6,6,7,6,6,6,6,21,6,10,6,6,6,18,6,11,6,6,6,16,6,6,6,11,10,6,6,11,6,13,21,6,12,17,6,6,6,6,6,6,6,21,6,23,28,15,6,6,6,6,6,6,6,6,6,19,6,6,6,25,6,6,6,6,6,6,6,16,
CleanerTest::cleansInternationalText ,5,0,0,0,0,16,7,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,2,11,11,7,6,19,16,15,21,12,12,51,15,53,14,54,23,6,20,17,25,17,59,15,6,10,28,14,32,12,21,38,23,6,6,6,28,64,41,15,40,42,96,53,30,100,6,32,79,59,65,38,63,58,35,15,36,6,27,81,6,12,12,18,56,30,42,32,8,7,29,81,41,58,11,77,6,17,61,27,34,7,9,11,60,50,70,35,57,25,8,46,42,12,41,11,15,9,7,36,16,26,51,12,18,18,32,62,43,37,49,13,14,69,20,47,12,18,22,19,41,24,59,38,24,85,29,6,33,7,46,72,30,7,62,33,45,59,16,63,16,33,58,49,11,62,19,33,20,78,78,73,23,52,14,61,21,11,27,12,53,54,33,7,57,41,74,20,13,89,63,38,11,13,49,13,7,33,35,14,13,28,13,32,78,30,42,6,26,23,10,32,26,34,28,12,35,51,55,44,23,7,45,36,21,14,28,15,27,12,14,40,57,14,9,35,32,41,34,42,34,13,8,11,60,6,53,18,44,93,53,61,55,26,39,40,55,29,33,23,24,36,36,60,23,33,10,40,48,20,16,60,36,14,13,11,63,30,56,23,96,16,19,12,17,19,19,25,7,12,15,74,42,30,61,24,21,65,14,62,22,73,32,10,22,30,76,73,19,44,59,110,59,35,22,85,27,20,42,48,9,59,52,61,15,12,35,48,27,22,43,19,8,26,34,36,73,41,58,28,20,46,35,25,36,45,34,37,84,26,26,48,23,6,7,6,6,10,6,6,6,6,7,6,6,6,6,21,6,10,6,6,6,18,6,11,6,6,6,16,6,6,6,11,10,6,6,11,6,13,21,6,12,17,6,6,6,6,6,6,6,21,6,23,28,15,6,6,6,6,6,6,6,6,6,19,6,6,6,25,6,6,6,6,6,6,6,16,
CleanerTest::dropsUnresolvableRelativeLinks ,5,0,0,0,0,16,7,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,2,11,11,7,6,19,16,15,21,12,12,51,15,53,14,54,23,6,20,17,25,17,59,15,6,10,28,14,32,12,21,38,23,6,6,6,28,64,41,15,40,42,96,53,30,100,6,32,79,59,65,38,63,58,35,15,36,6,27,81,6,12,12,18,56,30,42,32,8,7,29,81,41,58,11,77,6,17,61,27,34,7,9,11,60,50,70,35,57,25,8,46,42,12,41,11,15,9,7,36,16,26,51,12,18,18,32,62,43,37,49,13,14,69,20,47,12,18,22,19,41,24,59,38,24,85,29,6,33,7,46,72,30,7,62,33,45,59,16,63,16,33,58,49,11,62,19,33,20,78,78,73,23,52,14,61,21,11,27,12,53,54,33,7,57,41,74,20,13,89,63,38,11,13,49,13,7,33,35,14,13,28,13,32,78,30,42,6,26,23,10,32,26,34,28,12,35,51,55,44,23,7,45,36,21,14,28,15,27,12,14,40,57,14,9,35,32,41,34,42,34,13,8,11,60,6,53,18,44,93,53,61,55,26,39,40,55,29,33,23,24,36,36,60,23,33,10,40,48,20,16,60,36,14,13,11,63,30,56,23,96,16,19,12,17,19,19,25,7,12,15,74,42,30,61,24,21,65,14,62,22,73,32,10,22,30,76,73,19,44,59,110,59,35,22,85,27,20,42,48,9,59,52,61,15,12,35,48,27,22,43,19,8,26,34,36,73,41,58,28,20,46,35,25,36,45,34,37,84,26,26,48,23,6,7,6,6,10,6,6,6,6,7,6,6,6,6,21,6,10,6,6,6,18,6,11,6,6,6,16,6,6,6,11,10,6,6,11,6,13,21,6,12,17,6,6,6,6,6,6,6,21,6,23,28,15,6,6,6,6,6,6,6,6,6,19,6,6,6,25,6,6,6,6,6,6,6,16,
CleanerTest::handlesAllPseudoTag ,11,16,16,16,16,0,9,13,15,16,16,16,14,16,16,16,16,16,16,16,16,16,15,14,15,14,10,10,11,12,10,10,8,13,9,8,37,10,39,9,40,13,11,11,9,15,9,45,9,12,11,17,9,21,9,13,26,14,12,12,12,16,50,29,9,28,30,80,39,20,84,12,20,63,45,51,26,49,44,24,9,24,12,17,65,12,9,9,10,42,18,30,21,10,11,17,65,29,44,8,61,12,11,47,17,22,10,9,9,46,36,57,24,45,16,10,35,30,8,30,9,9,11,11,25,10,16,39,9,10,10,21,48,31,25,38,9,9,55,11,35,8,10,15,10,29,17,45,28,14,69,17,12,21,11,35,58,18,11,48,21,34,45,9,49,9,23,44,35,8,48,12,23,11,62,62,60,14,41,9,47,12,10,18,9,41,43,22,10,43,29,58,12,9,73,49,26,8,8,38,9,11,22,24,9,8,18,9,21,62,18,30,12,16,14,8,22,16,25,18,8,24,39,44,32,14,11,34,24,13,9,19,9,17,9,8,28,43,9,10,24,20,29,22,30,24,9,10,8,46,12,39,10,32,77,39,47,41,16,28,29,43,19,21,14,15,25,25,49,13,23,9,28,37,12,9,46,24,9,10,10,49,20,44,14,80,10,11,8,10,11,11,15,11,9,9,63,30,21,47,15,14,51,9,48,15,59,20,8,13,18,60,60,11,32,47,94,45,23,15,69,17,11,30,36,9,45,38,48,9,9,24,37,16,13,32,12,10,16,25,26,57,30,44,16,12,35,24,16,25,34,23,25,68,16,16,36,13,12,12,12,12,10,12,12,12,12,12,12,12,12,12,14,12,10,12,12,12,13,12,10,12,12,12,11,12,12,12,10,10,12,12,10,12,10,14,12,10,11,12,12,12,12,12,12,12,14,12,16,21,10,12,12,12,12,12,12,12,12,12,12,12,12,12,18,12,12,12,12,12,12,12,11,
CleanerTest::handlesCustomProtocols ,4,7,7,7,7,9,0,6,6,7,7,7,5,7,7,7,7,7,7,7,7,7,6,5,6,5,9,6,4,4,14,11,10,16,7,7,44,10,46,9,47,18,4,15,12,20,12,52,10,4,7,22,9,27,7,16,32,18,4,4,4,22,57,35,10,34,36,89,46,25,93,4,26,72,52,58,32,56,51,28,10,30,4,22,74,4,7,7,13,49,24,36,27,4,3,23,74,35,51,6,70,4,12,54,22,28,4,5,6,53,43,63,30,51,20,4,41,36,7,34,6,10,6,3,31,11,21,45,7,13,13,27,55,37,31,44,8,9,62,15,41,7,13,17,14,35,19,52,33,19,78,23,4,27,3,41,65,24,3,55,27,40,52,11,56,11,28,51,42,6,55,14,28,15,71,71,66,18,47,9,54,16,6,22,7,47,49,28,4,50,35,67,15,8,82,56,32,6,8,44,8,3,28,28,9,8,23,8,27,71,24,36,4,21,18,5,27,21,29,23,7,28,45,50,38,18,3,40,30,16,9,23,10,22,7,9,34,50,9,5,28,26,35,28,36,29,8,4,6,53,4,46,13,38,86,46,54,48,21,34,33,49,24,27,18,19,31,31,55,18,28,6,34,43,15,11,53,30,9,9,6,56,25,50,18,89,11,14,7,12,14,14,20,4,7,10,68,36,25,54,19,16,58,9,55,17,66,26,5,17,24,69,66,14,38,53,103,52,29,17,78,22,15,36,41,5,52,45,54,10,7,29,42,21,17,38,14,4,21,29,31,66,36,51,22,15,41,30,20,31,40,28,31,77,21,21,42,18,4,4,4,4,6,4,4,4,4,4,4,4,4,4,17,4,6,4,4,4,14,4,7,4,4,4,11,4,4,4,7,6,4,4,7,4,9,17,4,8,13,4,4,4,4,4,4,4,17,4,19,23,11,4,4,4,4,4,4,4,4,4,14,4,4,4,21,4,4,4,4,4,4,4,12,
CleanerTest::handlesFramesets ,3,5,5,5,5,13,6,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,10,9,6,5,16,13,12,18,10,9,48,13,50,11,51,20,5,17,14,22,14,56,12,5,8,26,11,29,10,18,35,20,5,5,5,25,61,38,12,37,39,93,50,27,97,5,29,76,56,62,35,60,55,32,12,33,5,24,78,5,10,9,15,53,27,39,29,6,6,26,78,38,55,9,74,5,14,58,24,31,6,6,9,57,47,67,32,54,22,7,43,39,9,38,9,12,7,6,33,13,23,48,10,15,15,29,59,40,34,46,10,11,66,17,44,9,15,19,16,38,21,56,35,21,82,26,5,30,6,43,69,27,6,59,30,42,56,13,60,13,30,55,46,9,59,16,30,17,75,75,70,20,49,11,58,18,9,24,10,50,51,30,6,54,38,71,17,10,86,60,35,9,10,46,11,6,30,32,11,10,25,10,29,75,27,39,5,23,20,8,29,23,31,25,9,32,48,52,41,20,6,42,33,18,11,25,12,24,10,11,37,54,11,6,32,29,38,31,39,31,10,7,8,57,5,50,15,41,90,50,58,52,23,36,37,52,26,30,20,21,33,33,57,20,30,7,37,45,17,13,57,33,11,10,9,60,27,53,20,93,13,16,9,14,16,16,22,6,9,12,71,39,27,58,21,18,62,11,59,19,70,29,8,19,27,73,70,16,41,56,107,56,32,19,82,24,17,39,45,6,56,49,58,12,9,32,45,25,19,40,16,7,23,31,33,70,38,55,25,17,43,32,22,33,42,31,34,81,23,23,45,20,5,6,5,5,9,5,5,5,5,6,5,5,5,5,19,5,9,5,5,5,17,5,10,5,5,5,14,5,5,5,10,9,5,5,10,5,10,19,5,9,14,5,5,5,5,5,5,5,19,5,20,25,14,5,5,5,5,5,5,5,5,5,17,5,5,5,22,5,5,5,5,5,5,5,14,
CleanerTest::preservesRelativeLinksIfConfigured ,4,1,1,1,1,15,6,4,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,2,2,10,10,6,5,18,15,14,20,11,11,50,14,52,13,53,22,5,19,16,24,16,58,14,5,9,27,13,31,11,20,37,22,5,5,5,27,63,40,14,39,41,95,52,29,99,5,31,78,58,64,37,62,57,34,14,35,5,26,80,5,11,11,17,55,29,41,31,7,6,28,80,40,57,10,76,5,16,60,26,33,6,8,10,59,49,69,34,56,24,7,45,41,11,40,10,14,8,6,35,15,25,50,11,17,17,31,61,42,36,48,12,13,68,19,46,11,17,21,18,40,23,58,37,23,84,28,5,32,6,45,71,29,6,61,32,44,58,15,62,15,32,57,48,10,61,18,32,19,77,77,72,22,51,13,60,20,10,26,11,52,53,32,6,56,40,73,19,12,88,62,37,10,12,48,12,6,32,34,13,12,27,12,31,77,29,41,5,25,22,9,31,25,33,27,11,34,50,54,43,22,6,44,35,20,13,27,14,26,11,13,39,56,13,8,34,31,40,33,41,33,12,7,10,59,5,52,17,43,92,52,60,54,25,38,39,54,28,32,22,23,35,35,59,22,32,9,39,47,19,15,59,35,13,12,10,62,29,55,22,95,15,18,11,16,18,18,24,6,11,14,73,41,29,60,23,20,64,13,61,21,72,31,9,21,29,75,72,18,43,58,109,58,34,21,84,26,19,41,47,8,58,51,60,14,11,34,47,26,21,42,18,7,25,33,35,72,40,57,27,19,45,34,24,35,44,33,36,83,25,25,47,22,5,6,5,5,9,5,5,5,5,6,5,5,5,5,20,5,9,5,5,5,17,5,10,5,5,5,15,5,5,5,10,9,5,5,10,5,12,20,5,11,16,5,5,5,5,5,5,5,20,5,22,27,14,5,5,5,5,5,5,5,5,5,18,5,5,5,24,5,5,5,5,5,5,5,15,
CleanerTest::resolvesRelativeLinks ,5,0,0,0,0,16,7,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,2,11,11,7,6,19,16,15,21,12,12,51,15,53,14,54,23,6,20,17,25,17,59,15,6,10,28,14,32,12,21,38,23,6,6,6,28,64,41,15,40,42,96,53,30,100,6,32,79,59,65,38,63,58,35,15,36,6,27,81,6,12,12,18,56,30,42,32,8,7,29,81,41,58,11,77,6,17,61,27,34,7,9,11,60,50,70,35,57,25,8,46,42,12,41,11,15,9,7,36,16,26,51,12,18,18,32,62,43,37,49,13,14,69,20,47,12,18,22,19,41,24,59,38,24,85,29,6,33,7,46,72,30,7,62,33,45,59,16,63,16,33,58,49,11,62,19,33,20,78,78,73,23,52,14,61,21,11,27,12,53,54,33,7,57,41,74,20,13,89,63,38,11,13,49,13,7,33,35,14,13,28,13,32,78,30,42,6,26,23,10,32,26,34,28,12,35,51,55,44,23,7,45,36,21,14,28,15,27,12,14,40,57,14,9,35,32,41,34,42,34,13,8,11,60,6,53,18,44,93,53,61,55,26,39,40,55,29,33,23,24,36,36,60,23,33,10,40,48,20,16,60,36,14,13,11,63,30,56,23,96,16,19,12,17,19,19,25,7,12,15,74,42,30,61,24,21,65,14,62,22,73,32,10,22,30,76,73,19,44,59,110,59,35,22,85,27,20,42,48,9,59,52,61,15,12,35,48,27,22,43,19,8,26,34,36,73,41,58,28,20,46,35,25,36,45,34,37,84,26,26,48,23,6,7,6,6,10,6,6,6,6,7,6,6,6,6,21,6,10,6,6,6,18,6,11,6,6,6,16,6,6,6,11,10,6,6,11,6,13,21,6,12,17,6,6,6,6,6,6,6,21,6,23,28,15,6,6,6,6,6,6,6,6,6,19,6,6,6,25,6,6,6,6,6,6,6,16,
